 WL        Abs       T%
 724.0  0.555173  27.850090
 725.0  0.555044  27.858377
 726.0  0.554766  27.876225
 727.0  0.554796  27.874334
 728.0  0.554392  27.900215
 729.0  0.554293  27.906626
 730.0  0.554144  27.916157
 731.0  0.553943  27.929094
 732.0  0.553807  27.937849
 733.0  0.553844  27.935495
 734.0  0.553513  27.956783
 735.0  0.553568  27.953260
 736.0  0.553261  27.973001
 737.0  0.553163  27.979338
 738.0  0.552969  27.991781
 739.0  0.552592  28.016134
 740.0  0.552540  28.019495
 741.0  0.552379  28.029833
 742.0  0.552297  28.035166
 743.0  0.552104  28.047604
 744.0  0.551874  28.062498
 745.0  0.551645  28.077307
 746.0  0.551561  28.082701
 747.0  0.551378  28.094551
 748.0  0.551358  28.095856
 749.0  0.551244  28.103197
 750.0  0.551080  28.113798
 751.0  0.550771  28.133871
 752.0  0.550757  28.134720
 753.0  0.550461  28.153955
 754.0  0.550481  28.152611
 755.0  0.550198  28.170946
 756.0  0.549982  28.185001
 757.0  0.549884  28.191353
 758.0  0.549670  28.205223
 759.0  0.549465  28.218557
 760.0  0.549447  28.219744
 761.0  0.549297  28.229513
 762.0  0.549153  28.238859
 763.0  0.549002  28.248674
 764.0  0.548898  28.255444
 765.0  0.548860  28.257872
 766.0  0.548813  28.260960
 767.0  0.548451  28.284519
 768.0  0.548418  28.286655
 769.0  0.548142  28.304651
 770.0  0.547942  28.317675
 771.0  0.547948  28.317333
 772.0  0.547881  28.321648
 773.0  0.547744  28.330597
 774.0  0.547752  28.330069
 775.0  0.547289  28.360319
 776.0  0.547159  28.368820
 777.0  0.546976  28.380745
 778.0  0.546840  28.389666
 779.0  0.546720  28.397484
 780.0  0.546420  28.417126
 781.0  0.546244  28.428656
 782.0  0.546293  28.425394
 783.0  0.546203  28.431326
 784.0  0.546153  28.434618
 785.0  0.545956  28.447460
 786.0  0.545818  28.456520
 787.0  0.545636  28.468481
 788.0  0.545439  28.481346
 789.0  0.545634  28.468575
 790.0  0.545262  28.492998
 791.0  0.544990  28.510851
 792.0  0.543807  28.588606
 793.0  0.543607  28.601776
 794.0  0.543846  28.586016
 795.0  0.543744  28.592781
 796.0  0.543633  28.600065
 797.0  0.543663  28.598095
 798.0  0.543475  28.610483
 799.0  0.543248  28.625418
 800.0  0.543299  28.622055
 801.0  0.542901  28.648291
 802.0  0.542872  28.650242
 803.0  0.542860  28.651012
 804.0  0.542654  28.664637
 805.0  0.542806  28.654568
 806.0  0.542745  28.658587
 807.0  0.542346  28.684967
 808.0  0.542570  28.670145
 809.0  0.542454  28.677826
 810.0  0.542290  28.688644
 811.0  0.542299  28.688061
 812.0  0.541887  28.715305
 813.0  0.542063  28.703642
 814.0  0.541816  28.719948
 815.0  0.541605  28.733904
 816.0  0.541644  28.731358
 817.0  0.541361  28.750078
 818.0  0.541136  28.764965
 819.0  0.541467  28.743032
 820.0  0.541014  28.773075
 821.0  0.541220  28.759399
 822.0  0.541237  28.758278
 823.0  0.540916  28.779537
 824.0  0.541014  28.773060
 825.0  0.540722  28.792376
 826.0  0.540420  28.812450
 827.0  0.540666  28.796139
 828.0  0.540223  28.825485
 829.0  0.539981  28.841600
 830.0  0.540211  28.826324
 831.0  0.539888  28.847744
 832.0  0.540103  28.833447
 833.0  0.540122  28.832212
 834.0  0.539978  28.841774
 835.0  0.540074  28.835394
 836.0  0.539658  28.863014
 837.0  0.539537  28.871098
 838.0  0.539577  28.868435
 839.0  0.539109  28.899576
 840.0  0.539197  28.893667
 841.0  0.539263  28.889315
 842.0  0.538762  28.922655
 843.0  0.539250  28.890194
 844.0  0.539037  28.904337
 845.0  0.539106  28.899759
 846.0  0.539117  28.899021
 847.0  0.538706  28.926386
 848.0  0.538830  28.918146
 849.0  0.538778  28.921606
 850.0  0.538495  28.940458
 851.0  0.538433  28.944534
 852.0  0.538358  28.949549
 853.0  0.538295  28.953775
 854.0  0.538321  28.952036
 855.0  0.538264  28.955843
 856.0  0.538290  28.954102
 857.0  0.538220  28.958736
 858.0  0.538230  28.958084
 859.0  0.538049  28.970160
 860.0  0.537952  28.976665
 861.0  0.537710  28.992777
 862.0  0.537738  28.990915
 863.0  0.537586  29.001095
 864.0  0.537728  28.991615
 865.0  0.537527  29.005011
 866.0  0.537659  28.996166
 867.0  0.537476  29.008411
 868.0  0.537505  29.006468
 869.0  0.537593  29.000593
 870.0  0.537573  29.001923
 871.0  0.537383  29.014606
 872.0  0.537333  29.017967
 873.0  0.537229  29.024921
 874.0  0.537013  29.039322
 875.0  0.536993  29.040709
 876.0  0.536887  29.047804
 877.0  0.536738  29.057772
 878.0  0.536814  29.052637
 879.0  0.536640  29.064306
 880.0  0.536635  29.064632
 881.0  0.536636  29.064585
 882.0  0.536563  29.069468
 883.0  0.536552  29.070169
 884.0  0.536345  29.084089
 885.0  0.536154  29.096842
 886.0  0.536172  29.095644
 887.0  0.536127  29.098654
 888.0  0.535983  29.108337
 889.0  0.535857  29.116728
 890.0  0.535806  29.120165
 891.0  0.535846  29.117510
 892.0  0.535753  29.123745
 893.0  0.535849  29.117271
 894.0  0.535967  29.109415
 895.0  0.535652  29.130541
 896.0  0.535493  29.141163
 897.0  0.535334  29.151850
 898.0  0.535062  29.170132
 899.0  0.535065  29.169893
 900.0  0.534934  29.178734
 901.0  0.534851  29.184259
 902.0  0.534713  29.193569
 903.0  0.534695  29.194773
 904.0  0.534684  29.195494
 905.0  0.534818  29.186502
 906.0  0.534713  29.193546
 907.0  0.534740  29.191727
 908.0  0.534416  29.213514
 909.0  0.534233  29.225849
 910.0  0.534098  29.234949
 911.0  0.534182  29.229292
 912.0  0.534033  29.239290
 913.0  0.534000  29.241537
 914.0  0.533811  29.254278
 915.0  0.533793  29.255451
 916.0  0.533699  29.261803
 917.0  0.533751  29.258278
 918.0  0.533745  29.258696
 919.0  0.533459  29.278008
 920.0  0.533347  29.285532
 921.0  0.533122  29.300728
 922.0  0.533017  29.307816
 923.0  0.532797  29.322660
 924.0  0.532792  29.322958
 925.0  0.532612  29.335138
 926.0  0.532662  29.331774
 927.0  0.532555  29.339005
 928.0  0.532517  29.341557
 929.0  0.532456  29.345640
 930.0  0.532539  29.340044
 931.0  0.532239  29.360369
 932.0  0.532160  29.365688
 933.0  0.531898  29.383419
 934.0  0.531737  29.394270
 935.0  0.531488  29.411137
 936.0  0.531423  29.415562
 937.0  0.531225  29.428936
 938.0  0.531159  29.433468
 939.0  0.531116  29.436377
 940.0  0.531055  29.440474
 941.0  0.530964  29.446648
 942.0  0.530877  29.452541
 943.0  0.530797  29.457983
 944.0  0.530556  29.474369
 945.0  0.530462  29.480696
 946.0  0.530251  29.495039
 947.0  0.530038  29.509535
 948.0  0.530045  29.509033
 949.0  0.529888  29.519693
 950.0  0.529616  29.538206
 951.0  0.529746  29.529362
 952.0  0.529580  29.540655
 953.0  0.529692  29.533066
 954.0  0.529669  29.534622
 955.0  0.529695  29.532806
 956.0  0.529281  29.560999
 957.0  0.528991  29.580706
 958.0  0.528725  29.598860
 959.0  0.528770  29.595829
 960.0  0.528598  29.607513
 961.0  0.528430  29.618950
 962.0  0.528211  29.633945
 963.0  0.528200  29.634653
 964.0  0.528204  29.634377
 965.0  0.528372  29.622942
 966.0  0.528109  29.640884
 967.0  0.528040  29.645555
 968.0  0.527916  29.654053
 969.0  0.527600  29.675646
 970.0  0.527579  29.677097
 971.0  0.527426  29.687492
 972.0  0.526314  29.763603
 973.0  0.526116  29.777184
 974.0  0.525961  29.787828
 975.0  0.526188  29.772240
 976.0  0.526122  29.776825
 977.0  0.526258  29.767492
 978.0  0.526137  29.775795
 979.0  0.526047  29.781933
 980.0  0.525866  29.794371
 981.0  0.525737  29.803188
 982.0  0.525544  29.816475
 983.0  0.525384  29.827444
 984.0  0.525253  29.836468
 985.0  0.525346  29.830072
 986.0  0.525173  29.841908
 987.0  0.524991  29.854425
 988.0  0.525104  29.846642
 989.0  0.525083  29.848133
 990.0  0.525126  29.845192
 991.0  0.524992  29.854410
 992.0  0.524760  29.870344
 993.0  0.524548  29.884901
 994.0  0.524486  29.889143
 995.0  0.524137  29.913174
 996.0  0.524122  29.914225
 997.0  0.524013  29.921764
 998.0  0.523863  29.932066
 999.0  0.523837  29.933889
1000.0  0.523544  29.954084
1001.0  0.523572  29.952152
1002.0  0.523623  29.948633
1003.0  0.523311  29.970129
1004.0  0.523128  29.982801
1005.0  0.523150  29.981279
1006.0  0.522825  30.003729
1007.0  0.522970  29.993668
1008.0  0.522624  30.017601
1009.0  0.522284  30.041094
1010.0  0.522390  30.033796
1011.0  0.522178  30.048433
1012.0  0.522138  30.051237
1013.0  0.522292  30.040565
1014.0  0.522300  30.039980
1015.0  0.522125  30.052095
1016.0  0.521830  30.072519
1017.0  0.520618  30.156593
1018.0  0.520505  30.164442
1019.0  0.520281  30.179995
1020.0  0.520457  30.167761
1021.0  0.520344  30.175589
1022.0  0.520443  30.168755
1023.0  0.520438  30.169054
1024.0  0.520332  30.176474
1025.0  0.520591  30.158447
1026.0  0.520534  30.162405
1027.0  0.520328  30.176739
1028.0  0.520383  30.172880
1029.0  0.520243  30.182596
1030.0  0.519670  30.222488
1031.0  0.519986  30.200514
1032.0  0.519702  30.220217
1033.0  0.519752  30.216782
1034.0  0.519858  30.209360
1035.0  0.519541  30.231424
1036.0  0.519788  30.214228
1037.0  0.519714  30.219437
1038.0  0.519477  30.235914
1039.0  0.519598  30.227501
1040.0  0.519097  30.262384
1041.0  0.519008  30.268591
1042.0  0.518857  30.279110
1043.0  0.518577  30.298641
1044.0  0.518866  30.278496
1045.0  0.518843  30.280050
1046.0  0.518327  30.316101
1047.0  0.518566  30.299421
1048.0  0.518483  30.305178
1049.0  0.517803  30.352663
1050.0  0.517586  30.367847
1051.0  0.517679  30.361345
1052.0  0.518029  30.336887
1053.0  0.517623  30.365263
1054.0  0.517819  30.351555
1055.0  0.517741  30.357029
1056.0  0.517666  30.362246
1057.0  0.517833  30.350565
1058.0  0.517732  30.357662
1059.0  0.517545  30.370714
